ac_number,constituency,sl_no,candidate_name,party,symbol,symbol_image_url,father_husband,age,sex,address,category
39,Sholinghur,7,S.SENTHILKUMAR,Vanchit Bahujan Aaghadi,Gas cylinder,,,,,,
39,Sholinghur,8,R.VINOTH,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar,,,,,,
39,Sholinghur,9,A.ANANDAN,Independent,Grapes,,,,,,
39,Sholinghur,10,S.ILAYARAJA,Independent,Batsman,,,,,,
39,Sholinghur,11,KAVIYARASAN.SUBIRAMANI,Independent,Rubber stamp,,,,,,
39,Sholinghur,12,N.GOPALAKRISHNAN,Independent,Truck,,,,,,
39,Sholinghur,13,V.SADHASIVAM,Independent,T.V. Remote,,,,,,
39,Sholinghur,14,SANTHANAM.R,Independent,Iron,,,,,,
39,Sholinghur,15,R.SETHUPATHI,Independent,Scissors,,,,,,
39,Sholinghur,16,M.DINESH,Independent,Diamond,,,,,,
39,Sholinghur,17,A.PALANI,Independent,Stapler,,,,,,
39,Sholinghur,18,N.MANI,Independent,Capsicum,,,,,,
39,Sholinghur,19,K.MUNISAMY,Independent,Television,,,,,,
39,Sholinghur,20,V.MUNIRATHINAM,Independent,Bucket,,,,,,
39,Sholinghur,21,T.RAJENDRAN,Independent,Flute,,,,,,
39,Sholinghur,22,M.VIJAYAN,Independent,Water melon,,,,,,
39,Sholinghur,23,V.HEMACHANDIRAN,Independent,Matchbox,,,,,,
40,Katpadi,1,S. THIRUKKUMARAN,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
40,Katpadi,2,DURAIMURUGAN,Dravida Munnetra Kazhagam,Rising sun,,,,,,
40,Katpadi,3,J. RAMESH,Bahujan Samaj Party,Elephant,,,,,,
40,Katpadi,4,V. RAMU,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
40,Katpadi,5,INDU .W,Tamil Manila Murpokku Dravida Kazhagam,Ship,,,,,,
40,Katpadi,6,GANESAN .P,Indhu Dravida Makkal Katchi,Gas cylinder,,,,,,
40,Katpadi,7,V. CHANDRAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
40,Katpadi,8,DR M SUDHAKAR,Tamilaga Vettri Kazhagam,Whistle,,,,,,
40,Katpadi,9,S. BALAJI,Tamil Nadu Ilangyar Katchi,Ring,,,,,,
40,Katpadi,10,S. RAMAN,Independent,Electric pole,,,,,,
40,Katpadi,11,SARAVANAN .D,Independent,Jackfruit,,,,,,
40,Katpadi,12,M. SUTHAKAR,Independent,Gramophone,,,,,,
40,Katpadi,13,DHANASEKAR,Independent,Bat,,,,,,
40,Katpadi,14,DHANANCHEZHIYAN,Independent,Diamond,,,,,,
40,Katpadi,15,D. RAMU,Independent,Peas,,,,,,
41,Ranipet,1,R. GANDHI,Dravida Munnetra Kazhagam,Rising sun,,,,,,
41,Ranipet,2,V.M. KARTHIKEYAN,Bharatiya Janata Party,Lotus,,,,,,
41,Ranipet,3,THAARIKHA SALMAN,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
41,Ranipet,4,J.JENIFERJANET,Bahujan Samaj Party,Elephant,,,,,,
41,Ranipet,5,THAHIRA,Tamilaga Vettri Kazhagam,Whistle,,,,,,
41,Ranipet,6,S.MUNISAMY,Anti Corruption Dynamic Party,Ginger,,,,,,
41,Ranipet,7,N.VISWANATHAN,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
41,Ranipet,8,J. HASSAIN,Independent,Diamond,,,,,,
41,Ranipet,9,K. SAKTHIVEL NATHAN,Independent,Tea filter,,,,,,
41,Ranipet,10,N. SUGUMAR,Independent,Frying pan,,,,,,
41,Ranipet,11,V. SURESH,Independent,Ship,,,,,,
41,Ranipet,12,V. DHARMENDIRAN,Independent,CCTV Camera,,,,,,
41,Ranipet,13,A. NARESHKUMAR,Independent,Matchbox,,,,,,
41,Ranipet,14,J. MOHAN,Independent,Gas cylinder,,,,,,
41,Ranipet,15,S.JAYAPRAKASH,Independent,Pestle and mortar,,,,,,
42,Arcot,1,ARCHANA NARASIMMAN,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
42,Arcot,2,J.L.ESWARAPPAN,Dravida Munnetra Kazhagam,Rising sun,,,,,,
42,Arcot,3,S.M.SUKUMAR,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
42,Arcot,4,M.VASANTHAKUMAR,Bahujan Samaj Party,Elephant,,,,,,
42,Arcot,5,V.GANDHI,Vanchit Bahujan Aaghadi,Diamond,,,,,,
42,Arcot,6,S.P.SHANMUGAM,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder,,,,,,
42,Arcot,7,V.SEETHARAMAN,Anti Corruption Dynamic Party,Ship,,,,,,
42,Arcot,8,G.VIJAY MOHAN,Tamilaga Vettri Kazhagam,Whistle,,,,,,
42,Arcot,9,P.VENKATESAN,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
42,Arcot,10,R.INDHUMATHI,Independent,Flute,,,,,,
42,Arcot,11,ESWARAPPAN.M,Independent,Water melon,,,,,,
42,Arcot,12,V.SHANTHI,Independent,Grapes,,,,,,
42,Arcot,13,K.MANIKANDAN,Independent,Door bell,,,,,,
42,Arcot,14,A.VIJAY,Independent,Road roller,,,,,,
43,Vellore,1,S R K APPU,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
43,Vellore,2,P.KARTHIKEYAN,Dravida Munnetra Kazhagam,Rising sun,,,,,,
43,Vellore,3,A.SONIYA,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
43,Vellore,4,S.M.IRSHAD,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
43,Vellore,5,S.GIRIDHARA PRASAD,Party for the Rights of Other backward Classes,Laptop,,,,,,
43,Vellore,6,K.MUNIYAPPAN,ALL PENSIONER'S PARTY,Bangles,,,,,,
43,Vellore,7,K.M.VINAAYAGAM,Viro Ke Vir Indian Party,Gas cylinder,,,,,,
43,Vellore,8,K.VIMALA,Naam Indiar Party,Spanner,,,,,,
43,Vellore,9,M.M.VINOTH KANNAN,Tamilaga Vettri Kazhagam,Whistle,,,,,,
43,Vellore,10,M.VINOTHKUMAR,Anna MGR Dravida Munnetra Kazhagam,Pan,,,,,,
43,Vellore,11,S.APPU,All India Jananayaka Makkal Kazhagam,Binoculars,,,,,,
43,Vellore,12,S.MADHAN KUMAR,Independent,CCTV Camera,,,,,,
43,Vellore,13,S.RAJKAMAL,Independent,Flute,,,,,,
43,Vellore,14,M.LOGANATHAN,Independent,Bat,,,,,,
43,Vellore,15,U.VIJAYA KUMAR,Independent,Water melon,,,,,,
44,Anaikattu,1,A.P.NANDAKUMAR,Dravida Munnetra Kazhagam,Rising sun,,,,,,
44,Anaikattu,2,M.RAVIKUMAR,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
44,Anaikattu,3,D.VELAZHAGAN,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
44,Anaikattu,4,R.SARAVANAN,Namadhu Makkal Katchi,Gas Stove,,,,,,
44,Anaikattu,5,V.VINOTHKANNA,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
44,Anaikattu,6,V.S.VENKATESH,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Green chilli,,,,,,
44,Anaikattu,7,R.VELMURUGAN,Tamilaga Vettri Kazhagam,Whistle,,,,,,
44,Anaikattu,8,P.JAYASEELAN,Puthiya Tamilagam,Gas cylinder,,,,,,
44,Anaikattu,9,E.SURESH,Independent,Balloon,,,,,,
44,Anaikattu,10,S.SELVAMOORTHY,Independent,Bat,,,,,,
44,Anaikattu,11,M.NANDHA KUMAR,Independent,Electric pole,,,,,,
44,Anaikattu,12,K.MANOHARAN,Independent,Iron,,,,,,
44,Anaikattu,13,R.RAMESH,Independent,Water tank,,,,,,
45,Kilvaithinankuppam,1,DR. RAJESWARI. R,Dravida Munnetra Kazhagam,Rising sun,,,,,,
45,Kilvaithinankuppam,2,KALAIYENTHIRI. R,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
45,Kilvaithinankuppam,3,JEGAN MOORTHY. M,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
45,Kilvaithinankuppam,4,ANANDALAI THANGARAJ. M,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
45,Kilvaithinankuppam,5,THENRAL KUMAR. E,Tamilaga Vettri Kazhagam,Whistle,,,,,,
45,Kilvaithinankuppam,6,RAJA. M,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
45,Kilvaithinankuppam,7,KUMARESAN. L,Independent,Bucket,,,,,,
45,Kilvaithinankuppam,8,SATHISH. A,Independent,Almirah,,,,,,
45,Kilvaithinankuppam,9,MURUGAN. K.P,Independent,Batsman,,,,,,
45,Kilvaithinankuppam,10,JAYASHANKAR. J,Independent,Brush,,,,,,
45,Kilvaithinankuppam,11,JAYA BHARATH. J,Independent,Frying pan,,,,,,
46,Gudiyattam,1,J.EMALAN,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
46,Gudiyattam,2,PARITHA PURUSHOTHAMAN.G,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
46,Gudiyattam,3,K.B.PRADAP,Desiya Murpokku Dravida Kazhagam,Nagara,,,,,,
46,Gudiyattam,4,T.POOVARASAN,Bahujan Samaj Party,Elephant,,,,,,
46,Gudiyattam,5,K.ASHA,Puthiya Tamilagam,Gas cylinder,,,,,,
46,Gudiyattam,6,K.SINDU,Tamilaga Vettri Kazhagam,Whistle,,,,,,
46,Gudiyattam,7,K.THABITHAL,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
46,Gudiyattam,8,SUBAKARAN.A,Independent,Diamond,,,,,,
46,Gudiyattam,9,M.SUMATHI,Independent,Electric pole,,,,,,
46,Gudiyattam,10,BHARATH  MATHIRUBAN,Independent,Matchbox,,,,,,
46,Gudiyattam,11,A.RAJESH,Independent,Bat,,,,,,
47,Vaniyambadi,1,SUBRAMANI.P,Bahujan Samaj Party,Elephant,,,,,,
47,Vaniyambadi,2,SENDHIL KUMAR.G,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
47,Vaniyambadi,3,MURUGESAN.G,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
47,Vaniyambadi,4,ANBARASU.P,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder,,,,,,
47,Vaniyambadi,5,SUNDARAMMAL,Makkal Arasial Katchi,Pressure cooker,,,,,,
47,Vaniyambadi,6,SYED FAROOQ BASHA SSB,Indian Union Muslim League,Ladder,,,,,,
47,Vaniyambadi,7,SYED BHURHANUDEEN,Tamilaga Vettri Kazhagam,Whistle,,,,,,
47,Vaniyambadi,8,DEVENDRAN.J,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
47,Vaniyambadi,9,ABDUL WAHID.A,Independent,Coconut farm,,,,,,
47,Vaniyambadi,10,SRINIVASAN.A,Independent,Mike,,,,,,
47,Vaniyambadi,11,SELVARAJ.M,Independent,Gift pack,,,,,,
47,Vaniyambadi,12,NAVEEN.R,Independent,CCTV Camera,,,,,,
47,Vaniyambadi,13,MANJUNATH.K,Independent,Stumps,,,,,,
47,Vaniyambadi,14,MANOJ.S,Independent,Laptop,,,,,,
47,Vaniyambadi,15,RAJESH.T,Independent,Ship,,,,,,
48,Ambur,1,AFSHIA NASRIN. S,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
48,Ambur,2,WAZEER AHMED. J,Bahujan Samaj Party,Elephant,,,,,,
48,Ambur,3,VILWANATHAN. A.C.,Dravida Munnetra Kazhagam,Rising sun,,,,,,
48,Ambur,4,VENKATESAN. R,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
48,Ambur,5,ASADULLAH. B,Indian National League,Camera,,,,,,
48,Ambur,6,IMTHIYAZ PANDARATTUDU ABDU,Tamilaga Vettri Kazhagam,Whistle,,,,,,
48,Ambur,7,KAREEM BASHA. A,All India Majlis-E-Inquilab-E-Millat,Ship,,,,,,
48,Ambur,8,GOVINDHAN. A,All India Youth Development Party,Ring,,,,,,
48,Ambur,9,SASI REKA. Y,Makkal Arasial Katchi,Pressure cooker,,,,,,
48,Ambur,10,HAROON RASHEED BADU,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
48,Ambur,11,KUMARAVEL. P,Independent,Diamond,,,,,,
48,Ambur,12,FIRDOSE AHMED. M,Independent,Gas cylinder,,,,,,
48,Ambur,13,MUSHTAQ AHMED KUTLAPPAI,Independent,Bat,,,,,,
48,Ambur,14,VISWANATHAN. J,Independent,Pen nib with seven rays,,,,,,
48,Ambur,15,VENKATESAN. M,Independent,Peas,,,,,,
48,Ambur,16,SRINATH,Independent,Laptop,,,,,,
49,Jolarpet,1,KAVITHADHANDAPANI,Dravida Munnetra Kazhagam,Rising sun,,,,,,
49,Jolarpet,2,SASIREKHA K,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
49,Jolarpet,3,SIVAKUMAR V C,Bahujan Samaj Party,Elephant,,,,,,
49,Jolarpet,4,VEERAMANI K.C.,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
49,Jolarpet,5,KALASTHIRI S,All India Uzhavargal Uzhaippalargal Katchi,Coconut farm,,,,,,
49,Jolarpet,6,KRISHNAMOORTHY D,Makkal Nala Kazhagam,Ring,,,,,,
49,Jolarpet,7,SANKAR T.K,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
49,Jolarpet,8,SASI REKA Y,Makkal Arasial Katchi,Pressure cooker,,,,,,
49,Jolarpet,9,SENTHAMILSELVAN M,Naadaalum Makkal Katchi,Pen nib with seven rays,,,,,,
49,Jolarpet,10,MUNISAMY C,Tamilaga Vettri Kazhagam,Whistle,,,,,,
49,Jolarpet,11,KAVITHA C,Independent,Computer,,,,,,
49,Jolarpet,12,KAVITHA T,Independent,Bat,,,,,,
49,Jolarpet,13,KAMATCHI S,Independent,Jackfruit,,,,,,
49,Jolarpet,14,CHENRAYAN A,Independent,Mike,,,,,,
49,Jolarpet,15,CHENNA KESAVAN C,Independent,Diamond,,,,,,
49,Jolarpet,16,THANGARAJ P,Independent,Gas cylinder,,,,,,
49,Jolarpet,17,PRIYA K,Independent,Ship,,,,,,
49,Jolarpet,18,MOHANRAJ R,Independent,Bricks,,,,,,
49,Jolarpet,19,VEERAMANI H,Independent,Air conditioner,,,,,,
50,Tirupathur,1,ARUMUGAM. V,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
50,Tirupathur,2,NALLATHAMBI. A,Dravida Munnetra Kazhagam,Rising sun,,,,,,
50,Tirupathur,3,RAJIV GANDHI. S,Bahujan Samaj Party,Elephant,,,,,,
50,Tirupathur,4,KALASTHIRI. S,All India Uzhavargal Uzhaippalargal Katchi,Coconut farm,,,,,,
50,Tirupathur,5,SATHIYAMOORTHY. S,Makkal Nala Kazhagam,Bead necklace,,,,,,
50,Tirupathur,6,SEKAR. N,All India Youth Development Party,Diamond,,,,,,
50,Tirupathur,7,GNANASEKAR. A,Amma Makkal Munnettra Kazagam,Pressure cooker,,,,,,
50,Tirupathur,8,DR.THIRUPATHI. N,Tamilaga Vettri Kazhagam,Whistle,,,,,,
50,Tirupathur,9,RAJESH. S,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
50,Tirupathur,10,VIJAYAKUMAR. G,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder,,,,,,
50,Tirupathur,11,ANJALI. M,Independent,Almirah,,,,,,
50,Tirupathur,12,GOVIND. T.G,Independent,Ludo,,,,,,
50,Tirupathur,13,SANKAR. S,Independent,Battery Torch,,,,,,
50,Tirupathur,14,GNANASEKARAN. M,Independent,Balloon,,,,,,
50,Tirupathur,15,GNANASEKARAN. R,Independent,Chain,,,,,,
50,Tirupathur,16,THIRUPATHI. C,Independent,Wheel barrow,,,,,,
50,Tirupathur,17,THIRUPATHI. S,Independent,Road roller,,,,,,
50,Tirupathur,18,THIRUPATHI. N,Independent,Bucket,,,,,,
50,Tirupathur,19,NALLATHAMBI. R,Independent,Matchbox,,,,,,
50,Tirupathur,20,BALABHARATHI. S.V,Independent,Mike,,,,,,
50,Tirupathur,21,DR.POOVALAGI. P,Independent,Ship,,,,,,
50,Tirupathur,22,MOHAN RAJ. R,Independent,Bat,,,,,,
50,Tirupathur,23,RAGUJOSEPH. J,Independent,Violin,,,,,,
50,Tirupathur,24,VENKATESAN. K,Independent,Ring,,,,,,
51,Uthangarai,1,R KUPPUSAMY,Indian National Congress,Hand,,,,,,
51,Uthangarai,2,T M  TAMILSELVAM,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
51,Uthangarai,3,MEKALA,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
51,Uthangarai,4,N ELAIYARAJA,Tamilaga Vettri Kazhagam,Whistle,,,,,,
51,Uthangarai,5,K THAVARAJ,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
51,Uthangarai,6,PALANI R,Thakkam Katchi,Matchbox,,,,,,
51,Uthangarai,7,RAMESHWARI,Bharat Jan Chikitsa Party,Stethoscope,,,,,,
51,Uthangarai,8,VIJIYAL,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder,,,,,,
51,Uthangarai,9,KUMARAVEL,Independent,Mike,,,,,,
51,Uthangarai,10,A SAMRAJ,Independent,Laptop,,,,,,
51,Uthangarai,11,TAMILMANI,Independent,Coconut farm,,,,,,
51,Uthangarai,12,BAKKIYARAJ R,Independent,Bat,,,,,,
51,Uthangarai,13,MUNIRAJ,Independent,Carrom board,,,,,,
52,Bargur,1,KAVINKUMAR. S,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
52,Bargur,2,E.C. GOVINDARASAN,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
52,Bargur,3,D. SIVASANKARAN,Bahujan Samaj Party,Elephant,,,,,,
52,Bargur,4,D. MATHIAZHAGAN,Dravida Munnetra Kazhagam,Rising sun,,,,,,
52,Bargur,5,S. ALBERT FRANCIS XAVIER,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
52,Bargur,6,A. SUDHAKAR,Republican Party of India (Athawale),Ganna kisan,,,,,,
52,Bargur,7,M. NEDUNCHEZLIAN,Periyar Ambedkar Munnetra Kazhagam (PAMK),Telephone,,,,,,
52,Bargur,8,MANI. K,All India Youth Development Party,Pen nib with seven rays,,,,,,
52,Bargur,9,E. MURALIDHARAN,Tamilaga Vettri Kazhagam,Whistle,,,,,,
52,Bargur,10,K. ANNADURAI,Independent,Gas cylinder,,,,,,
52,Bargur,11,ANITHA MAYAPERUMAL,Independent,Ship,,,,,,
52,Bargur,12,D. GOVINDARAJAN,Independent,Jackfruit,,,,,,
52,Bargur,13,E.C. GOVINDARAJE,Independent,Electric pole,,,,,,
52,Bargur,14,S. SASIKUMAR,Independent,Laptop,,,,,,
52,Bargur,15,MATHESH. R,Independent,Mike,,,,,,
53,Krishnagiri,1,ASHOKKUMAR.K,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
53,Krishnagiri,2,SIVAKUMAR.S,Bahujan Samaj Party,Elephant,,,,,,
53,Krishnagiri,3,SUGANTHI,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
53,Krishnagiri,4,CHELLAKUMAR.A,Indian National Congress,Hand,,,,,,
53,Krishnagiri,5,SINGARAVELAN VISWANATHAN,Vishwa Tamil Kazhagam,Ring,,,,,,
53,Krishnagiri,6,MANGAMMAL,Tamilar Makkal Katchi,Well,,,,,,
53,Krishnagiri,7,MUKUNDHAN.P,Tamilaga Vettri Kazhagam,Whistle,,,,,,
53,Krishnagiri,8,MUTHULAKSHMI VEERAPPAN,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
53,Krishnagiri,9,ADVOCATE.MUTHAIAH.S.,Thakkam Katchi,Matchbox,,,,,,
53,Krishnagiri,10,KUMARESAN.M,Independent,Bat,,,,,,
53,Krishnagiri,11,CHANDRAMOHAN.K.M.,Independent,Gas cylinder,,,,,,
53,Krishnagiri,12,SIVAN.C,Independent,Television,,,,,,
53,Krishnagiri,13,SRINIVASAN.K,Independent,Coconut farm,,,,,,
53,Krishnagiri,14,NANJUNDAN.M,Independent,Electric pole,,,,,,
53,Krishnagiri,15,VENKATESHRAJA.E,Independent,Bucket,,,,,,
54,Veppanahalli,1,SRINIVASAN.P.S,Dravida Munnetra Kazhagam,Rising sun,,,,,,
54,Veppanahalli,2,NAGARAJ.R,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
54,Veppanahalli,3,MUNUSAMY.K.P,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
54,Veppanahalli,4,IYAPPAN.L,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
54,Veppanahalli,5,SAMPANGI.S.R,Tamilaga Vettri Kazhagam,Whistle,,,,,,
54,Veppanahalli,6,SENTHILKUMAR.R,Tamil Nadu Ilangyar Katchi,Football player,,,,,,
54,Veppanahalli,7,PRAJAPATHI VIJAY.C,Tamilar Makkal Katchi,Well,,,,,,
54,Veppanahalli,8,ESHWARAN.C,Independent,Gas cylinder,,,,,,
54,Veppanahalli,9,GOVINDARAJ.G.J,Independent,Tiller,,,,,,
54,Veppanahalli,10,MANOHARAN.K.A,Independent,Sitar,,,,,,
54,Veppanahalli,11,YUVARAJ.K.P.U,Independent,Road roller,,,,,,
54,Veppanahalli,12,RAMASAMY.G.C,Independent,Television,,,,,,
54,Veppanahalli,13,VENKATESAN.C,Independent,Diamond,,,,,,
55,Hosur,1,SATHYA.S.A.,Dravida Munnetra Kazhagam,Rising sun,,,,,,
55,Hosur,2,BALAKRISHNAREDDY. P,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
55,Hosur,3,STALIN.R,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
55,Hosur,4,SURYA. Y,Republican Party of India (Athawale),Ganna kisan,,,,,,
55,Hosur,5,PONNUMANI.R,Tamilar Makkal Katchi,Well,,,,,,
55,Hosur,6,VENDARKARASAN.S,Tamilaga Vettri Kazhagam,Whistle,,,,,,
55,Hosur,7,GANESH.M,Independent,Gas cylinder,,,,,,
55,Hosur,8,DR.SHANMUGAM.A.R.,Independent,Chappals,,,,,,
55,Hosur,9,DEVAPPA.Y,Independent,Jackfruit,,,,,,
55,Hosur,10,PATTABIRAMA. C,Independent,Camera,,,,,,
55,Hosur,11,MASOOD.S,Independent,Battery Torch,,,,,,
55,Hosur,12,MARIYA FRANCIS.S,Independent,Television,,,,,,
55,Hosur,13,RAJENDRAN.P,Independent,Coconut farm,,,,,,
56,Thalli,1,RAMACHANDRAN. T,Communist Party of India,Ears of corn and sickle,,,,,,
56,Thalli,2,NARASIMMA REDDY ALIAS NARASIMMAN. R,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
56,Thalli,3,DR.NAGESH KUMAR. C,Bharatiya Janata Party,Lotus,,,,,,
56,Thalli,4,AJITH. G,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
56,Thalli,5,SURESH. G,Tamilaga Vettri Kazhagam,Whistle,,,,,,
56,Thalli,6,JAYARAM. N,Anna Makkal Katchi,Coconut farm,,,,,,
56,Thalli,7,ASANRAJA. K,Independent,Ring,,,,,,
56,Thalli,8,KUMAR. D.J,Independent,Bucket,,,,,,
56,Thalli,9,DEVAPPA. Y,Independent,Jackfruit,,,,,,
56,Thalli,10,JAGAN. M,Independent,Computer,,,,,,
57,Palacode,1,ANBALAGAN. K.P.,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
57,Palacode,2,DR. DNV SENTHILKUMAR. S.,Dravida Munnetra Kazhagam,Rising sun,,,,,,
57,Palacode,3,BOOPATHI. R.,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
57,Palacode,4,GOPI. R.,Tamilaga Vettri Kazhagam,Whistle,,,,,,
57,Palacode,5,PALANIYAMMAL. M.,Tamilar Makkal Katchi,Well,,,,,,
57,Palacode,6,RAMESH. P.,Naadaalum Makkal Katchi,Pen nib with seven rays,,,,,,
57,Palacode,7,JAYARAMAN PERUMAL. P.,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
57,Palacode,8,KRISHNAN. L.,Independent,Dish antenna,,,,,,
57,Palacode,9,CHINNASAMY. N.,Independent,Gas cylinder,,,,,,
57,Palacode,10,SENTHILKUMAR. G.,Independent,Diamond,,,,,,
57,Palacode,11,SENTHILKUMAR. K,Independent,Flute,,,,,,
57,Palacode,12,PERUMAL MUNUSAMY. M.,Independent,Ship,,,,,,
57,Palacode,13,MADHAPPAN. P.,Independent,Mixee,,,,,,
57,Palacode,14,RAMAN. M.,Independent,Electric pole,,,,,,
58,Pennagaram,1,AJITH KUMAR. S.,Bahujan Samaj Party,Elephant,,,,,,
58,Pennagaram,2,G. K. M. TAMILKUMARAN,Indian National Congress,Hand,,,,,,
58,Pennagaram,3,PALANIYAMMAL. T.,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
58,Pennagaram,4,KANNAN. K.,Tamilar Makkal Katchi,Well,,,,,,
58,Pennagaram,5,GAJENDRAN. S.,Tamilaga Vettri Kazhagam,Whistle,,,,,,
58,Pennagaram,6,SELVAM. V.,Pattali Makkal Katchi,Mango,,,,,,
58,Pennagaram,7,THAVAMANI. C.,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
58,Pennagaram,8,THIRUMURUGAN. P.,Naadaalum Makkal Katchi,Pen nib with seven rays,,,,,,
58,Pennagaram,9,ANNAMALAI. M.,Independent,Diamond,,,,,,
58,Pennagaram,10,ARUNKUMAR. G.,Independent,Binoculars,,,,,,
58,Pennagaram,11,ELAVARSAN. A.,Independent,Bricks,,,,,,
58,Pennagaram,12,SAKTHIVEL. M.,Independent,Gas cylinder,,,,,,
58,Pennagaram,13,SELVAM. V.,Independent,Batsman,,,,,,
58,Pennagaram,14,SENDRAYAN. G.,Independent,Box,,,,,,
58,Pennagaram,15,GNANASELVAM. S.,Independent,Swing,,,,,,
58,Pennagaram,16,TAMILARASAN. M.,Independent,Neck tie,,,,,,
58,Pennagaram,17,TAMILSELVI. S.,Independent,Matchbox,,,,,,
58,Pennagaram,18,POOMANI. P.,Independent,Ship,,,,,,
58,Pennagaram,19,MANIVANNAN. S.,Independent,Road roller,,,,,,
58,Pennagaram,20,MANOHARAN. K. A.,Independent,Sitar,,,,,,
58,Pennagaram,21,VILKRISHNAN. R.,Independent,Scissors,,,,,,
58,Pennagaram,22,VEERAPPAN. M.,Independent,Refrigerator,,,,,,
59,Dharmapuri,1,DR. ELANGOVAN. V.,Desiya Murpokku Dravida Kazhagam,Nagara,,,,,,
59,Dharmapuri,2,SHANTHALAKSHMI. K.,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
59,Dharmapuri,3,SARAVANAN. A.,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder,,,,,,
59,Dharmapuri,4,SIVAGAMI. G.,Tamilar Makkal Katchi,Water tank,,,,,,
59,Dharmapuri,5,SIVAN. M.,Tamilaga Vettri Kazhagam,Whistle,,,,,,
59,Dharmapuri,6,SOWMIYA ANBUMANI,Pattali Makkal Katchi,Mango,,,,,,
59,Dharmapuri,7,PRASANTH. DBJ.,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
59,Dharmapuri,8,MANIKANDAN. S.,Vishwa Tamil Kazhagam,Ring,,,,,,
59,Dharmapuri,9,MADHU. P.,Naadaalum Makkal Katchi,Pen nib with seven rays,,,,,,
59,Dharmapuri,10,ARUMUGAM. MUNI.,Independent,Chappals,,,,,,
