ac_number,constituency,sl_no,candidate_name,party,symbol,symbol_image_url,father_husband,age,sex,address,category
59,Dharmapuri,11,KUMAR. V.,Independent,Bricks,,,,,,
59,Dharmapuri,12,SARAVANAN. G.,Independent,Noodles bowl,,,,,,
59,Dharmapuri,13,SIVAM. R.,Independent,Frying pan,,,,,,
59,Dharmapuri,14,SIVAN. A.,Independent,Sitar,,,,,,
59,Dharmapuri,15,SUNDARAMOORTHY. M.,Independent,Gas Stove,,,,,,
59,Dharmapuri,16,THIRUPATHI. M.,Independent,Ludo,,,,,,
59,Dharmapuri,17,NAGARAJAN. D.,Independent,Well,,,,,,
59,Dharmapuri,18,PALANI. K.,Independent,Television,,,,,,
59,Dharmapuri,19,PRABHAKARAN. M.,Independent,Capsicum,,,,,,
60,Pappireddipatti,1,ARCHANA TAMILARUVI,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
60,Pappireddipatti,2,PALANIAPPAN. P,Dravida Munnetra Kazhagam,Rising sun,,,,,,
60,Pappireddipatti,3,MARAGATHAM VETRIVEL,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
60,Pappireddipatti,4,GANESAN. S,Vishwa Tamil Kazhagam,Ring,,,,,,
60,Pappireddipatti,5,CHENNAKRISHNAN. V,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
60,Pappireddipatti,6,THILAGAVATHI. S,Tamilaga Vettri Kazhagam,Whistle,,,,,,
60,Pappireddipatti,7,POOVARASU,Tamilar Makkal Katchi,Well,,,,,,
60,Pappireddipatti,8,JAMUNARANI. M,Naadaalum Makkal Katchi,Pen nib with seven rays,,,,,,
60,Pappireddipatti,9,SATHISH. S,Independent,Batsman,,,,,,
60,Pappireddipatti,10,CHINNASAMY. P,Independent,Bucket,,,,,,
60,Pappireddipatti,11,TAMILRAJ. K,Independent,Gas cylinder,,,,,,
60,Pappireddipatti,12,PALANIAPPAN. R,Independent,Diamond,,,,,,
60,Pappireddipatti,13,MURUGAN. S,Independent,Bead necklace,,,,,,
60,Pappireddipatti,14,MOORTHI. P,Independent,Door bell,,,,,,
61,Harur,1,ANITHA. A,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
61,Harur,2,SHANMUGAM. A,Dravida Munnetra Kazhagam,Rising sun,,,,,,
61,Harur,3,SAMPATHKUMAR. V,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
61,Harur,4,NEHRU. G,Bahujan Samaj Party,Elephant,,,,,,
61,Harur,5,KARUTHAMMAL. S,Naadaalum Makkal Katchi,Pen nib with seven rays,,,,,,
61,Harur,6,KUPPURAJ. K,Tamilar Makkal Katchi,Well,,,,,,
61,Harur,7,MANILA. S,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
61,Harur,8,MARIKANNU. C,Republican Party of India (Athawale),Ganna kisan,,,,,,
61,Harur,9,RAKESH. K,Tamilaga Vettri Kazhagam,Whistle,,,,,,
61,Harur,10,VENKATESH (A) DR. V.K. SWAMY,Bharat Jan Chikitsa Party,Stethoscope,,,,,,
61,Harur,11,SAMPATH. K,Independent,Cauliflower,,,,,,
61,Harur,12,SAMPATH. C,Independent,Jackfruit,,,,,,
61,Harur,13,THANGAVEL. K,Independent,Telephone,,,,,,
61,Harur,14,PARTHIPAN. P,Independent,Gas cylinder,,,,,,
62,Chengam,1,M.P.GIRI,Dravida Munnetra Kazhagam,Rising sun,,,,,,
62,Chengam,2,S.VELU,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
62,Chengam,3,J.SHOBA,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
62,Chengam,4,C SELVAN,Republican Party of India (Athawale),Ganna kisan,,,,,,
62,Chengam,5,K BHARATHIDHASAN,Tamilaga Vettri Kazhagam,Whistle,,,,,,
62,Chengam,6,K MANIKANDAN,Makkal Sananayaga Kudiyarasu Katchi,T.V. Remote,,,,,,
62,Chengam,7,C.MALATHI,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
62,Chengam,8,A.CHIDAMBARAM,Independent,Sitar,,,,,,
62,Chengam,9,P.SELVAM,Independent,Gas cylinder,,,,,,
62,Chengam,10,D DHILIPKUMAR,Independent,Scissors,,,,,,
62,Chengam,11,A.BHARATHI,Independent,Tea filter,,,,,,
62,Chengam,12,A POONGODI,Independent,Bricks,,,,,,
62,Chengam,13,M.MUGILARASAN,Independent,Rubber stamp,,,,,,
62,Chengam,14,M.RAMAN MASILAMANI,Independent,Room cooler,,,,,,
62,Chengam,15,K.VELU,Independent,Binoculars,,,,,,
63,Tiruvannamalai,1,ELUMALAI. C,Bharatiya Janata Party,Lotus,,,,,,
63,Tiruvannamalai,2,RAJ. S,Bahujan Samaj Party,Elephant,,,,,,
63,Tiruvannamalai,3,VIGNESH. S,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
63,Tiruvannamalai,4,VELU. E.V,Dravida Munnetra Kazhagam,Rising sun,,,,,,
63,Tiruvannamalai,5,ARUL ARUMUGAM,Tamilaga Vettri Kazhagam,Whistle,,,,,,
63,Tiruvannamalai,6,KANNAN. P,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar,,,,,,
63,Tiruvannamalai,7,NAKKIRAN. A,Thamizhaka Padaippalar Makkal Katchi,Drill machine,,,,,,
63,Tiruvannamalai,8,BENNY RAJAN. C.J,Republican Party of India (Athawale),Ganna kisan,,,,,,
63,Tiruvannamalai,9,MALLI. S,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
63,Tiruvannamalai,10,VIJAYAKUMAR. S,Naadaalum Makkal Katchi,Pen nib with seven rays,,,,,,
63,Tiruvannamalai,11,VELU. V,Anti Corruption Dynamic Party,Jackfruit,,,,,,
63,Tiruvannamalai,12,ARUL. K,Independent,Tea filter,,,,,,
63,Tiruvannamalai,13,ARUL ANAND. V,Independent,Kettle,,,,,,
63,Tiruvannamalai,14,ANBALAGAN. M,Independent,Belt,,,,,,
63,Tiruvannamalai,15,ADHITHYA PALANISAMY. A,Independent,Helmet,,,,,,
63,Tiruvannamalai,16,ANANTH. A. M,Independent,Dish antenna,,,,,,
63,Tiruvannamalai,17,ELUMALAI. A S/O ARUMUGAM,Independent,Electric pole,,,,,,
63,Tiruvannamalai,18,ELUMALAI. C  S/O CHINNAKUZHANTHAI,Independent,Cauliflower,,,,,,
63,Tiruvannamalai,19,ELUMALAI. C S/O CHINNARASU,Independent,Frock,,,,,,
63,Tiruvannamalai,20,KOTHANDAPANI. B,Independent,Scissors,,,,,,
63,Tiruvannamalai,21,SALAM .M,Independent,Diamond,,,,,,
63,Tiruvannamalai,22,PALANI. N,Independent,Television,,,,,,
63,Tiruvannamalai,23,MAHESWARI. R,Independent,Chess board,,,,,,
63,Tiruvannamalai,24,MARIKKANNU. E,Independent,Funnel,,,,,,
63,Tiruvannamalai,25,MOORTHY. P,Independent,Bat,,,,,,
63,Tiruvannamalai,26,RAMESH. V,Independent,Pressure cooker,,,,,,
63,Tiruvannamalai,27,RAJA. V,Independent,Coconut farm,,,,,,
63,Tiruvannamalai,28,VIGNESH. M,Independent,Immersion rod,,,,,,
63,Tiruvannamalai,29,VENKATESAN. M,Independent,Brush,,,,,,
63,Tiruvannamalai,30,VELU. K,Independent,Bench,,,,,,
64,Kilpennathur,1,RAMACHANDRAN.S,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
64,Kilpennathur,2,PITCHANDI.K,Dravida Munnetra Kazhagam,Rising sun,,,,,,
64,Kilpennathur,3,LOGANATHAN.V,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
64,Kilpennathur,4,SHANMUGAM.A,Thamizhaka Padaippalar Makkal Katchi,Drill machine,,,,,,
64,Kilpennathur,5,RAJASEKAR.P,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
64,Kilpennathur,6,RAJA.D,Tamilaga Vettri Kazhagam,Whistle,,,,,,
64,Kilpennathur,7,LOKESHWARAN.R,Anti Corruption Dynamic Party,Water melon,,,,,,
64,Kilpennathur,8,JANAKIRAMAN.R,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder,,,,,,
64,Kilpennathur,9,ATHIYAMAAN.M,Independent,Batsman,,,,,,
64,Kilpennathur,10,RAMACHANDRAN.K,Independent,Cauliflower,,,,,,
64,Kilpennathur,11,SASIKUMAR.S,Independent,Balloon,,,,,,
64,Kilpennathur,12,SANTHOSHKUMAR.E,Independent,Cot,,,,,,
64,Kilpennathur,13,SAMPATHRAJ.M,Independent,Capsicum,,,,,,
64,Kilpennathur,14,SURYAPRAKASH.S,Independent,Tennis racket & ball,,,,,,
64,Kilpennathur,15,DHILIPKUMAR.D,Independent,Scissors,,,,,,
64,Kilpennathur,16,PICHANDI.D,Independent,Bread,,,,,,
64,Kilpennathur,17,PICHANDI.R,Independent,Carrom board,,,,,,
64,Kilpennathur,18,PICHANDI.V,Independent,Tiller,,,,,,
64,Kilpennathur,19,MURUGAN.M,Independent,T.V. Remote,,,,,,
64,Kilpennathur,20,RAMACHANDRAN.K,Independent,Gas Stove,,,,,,
64,Kilpennathur,21,RAMACHANDIRAN.R,Independent,Cake,,,,,,
64,Kilpennathur,22,RAJASEKAR.I,Independent,Road roller,,,,,,
64,Kilpennathur,23,RAJKUMAR.R,Independent,Diamond,,,,,,
65,Kalasapakkam,1,AGRI KRISHNAMURTHY. S S,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
65,Kalasapakkam,2,SARAVANAN. P.S.T,Dravida Munnetra Kazhagam,Rising sun,,,,,,
65,Kalasapakkam,3,SEETHA SIVANANDAM. P,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
65,Kalasapakkam,4,ELUMALAI. P,Tamilaga Vettri Kazhagam,Whistle,,,,,,
65,Kalasapakkam,5,SATHYA. V,Naadaalum Makkal Katchi,Pen nib with seven rays,,,,,,
65,Kalasapakkam,6,SARAVANAN. V,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
65,Kalasapakkam,7,SUMAN. M,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder,,,,,,
65,Kalasapakkam,8,ELUMALAI. S,Independent,Electric pole,,,,,,
65,Kalasapakkam,9,ELUMALAI. T,Independent,Bucket,,,,,,
65,Kalasapakkam,10,KAMARAJ. G,Independent,Pressure cooker,,,,,,
65,Kalasapakkam,11,KRISHNAMURTHY. S,Independent,Noodles bowl,,,,,,
65,Kalasapakkam,12,KRISHNAMURTHY. M,Independent,Peanuts,,,,,,
65,Kalasapakkam,13,KRISHNAMURTHY. R,Independent,Peas,,,,,,
65,Kalasapakkam,14,KOTHANDAPANI. B,Independent,Scissors,,,,,,
65,Kalasapakkam,15,SARAVANAN. K,Independent,Air conditioner,,,,,,
65,Kalasapakkam,16,SANTHAKUMARAN. A,Independent,Cot,,,,,,
65,Kalasapakkam,17,DEIVEEGAN. P,Independent,Almirah,,,,,,
65,Kalasapakkam,18,BALAJI. P,Independent,Water tank,,,,,,
65,Kalasapakkam,19,BASKARAN. R,Independent,Well,,,,,,
65,Kalasapakkam,20,MANIKANDAN. K,Independent,Jackfruit,,,,,,
65,Kalasapakkam,21,RAJA. N,Independent,Lady finger,,,,,,
66,Polur,1,UMADEVI. A,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
66,Polur,2,SARAVANAN. P,Desiya Murpokku Dravida Kazhagam,Nagara,,,,,,
66,Polur,3,ABISHEK. R,Tamilaga Vettri Kazhagam,Whistle,,,,,,
66,Polur,4,SHANMUGAVELU. A,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar,,,,,,
66,Polur,5,SYED MUKRAM. R. N,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
66,Polur,6,DHAVAMANI. P,Anti Corruption Dynamic Party,Jackfruit,,,,,,
66,Polur,7,BANUPRIYA. D,Republican Party of India (Athawale),Ganna kisan,,,,,,
66,Polur,8,BASKARAN. C. R,Pattali Makkal Katchi,Mango,,,,,,
66,Polur,9,MANIKANDAN. R,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder,,,,,,
66,Polur,10,EZHIL ARASU. M M.A. L.L.M.,Independent,Scissors,,,,,,
66,Polur,11,SARAVANAN. P,Independent,Noodles bowl,,,,,,
66,Polur,12,SARAVANAN. M,Independent,Pan,,,,,,
66,Polur,13,SUBHA. A,Independent,Diamond,,,,,,
66,Polur,14,BASKARAN. C,Independent,Water melon,,,,,,
66,Polur,15,PURUSOTHAMAN. M,Independent,Television,,,,,,
67,Arani,1,DHAVAMANI. R,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
67,Arani,2,MAHALAKSHMI GOVARTHANAN,Dravida Munnetra Kazhagam,Rising sun,,,,,,
67,Arani,3,JAYASUDHA. L,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
67,Arani,4,GANAPATHY. S,Thamizhaka Padaippalar Makkal Katchi,Drill machine,,,,,,
67,Arani,5,KALAIMANI. V,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder,,,,,,
67,Arani,6,SURESH. S,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
67,Arani,7,SELVAKOTTI. E,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar,,,,,,
67,Arani,8,TAMILMANNAN. D,Samaniya Makkal Nala Katchi,Walking stick,,,,,,
67,Arani,9,VENKATESH KUMAR. D,Tamilaga Vettri Kazhagam,Whistle,,,,,,
67,Arani,10,AMMU. V,Independent,Scissors,,,,,,
67,Arani,11,EKAMBARAM. V,Independent,CCTV Camera,,,,,,
67,Arani,12,SAKTHIVEL. S,Independent,Petrol pump,,,,,,
67,Arani,13,SARAVANAN. S,Independent,Sitar,,,,,,
67,Arani,14,SILAMBARASAN. C,Independent,Electric pole,,,,,,
67,Arani,15,SUDHA. S,Independent,Pressure cooker,,,,,,
67,Arani,16,SETHURAMA SASTHRI. G,Independent,Bucket,,,,,,
67,Arani,17,DHAMOTHARAN. M,Independent,Peas,,,,,,
67,Arani,18,BASKARAN. S,Independent,Envelope,,,,,,
67,Arani,19,MAHALAKSHMI. G,Independent,Battery Torch,,,,,,
67,Arani,20,MAHALAKSHMI. G,Independent,Capsicum,,,,,,
67,Arani,21,VINOTH. A,Independent,Grapes,,,,,,
67,Arani,22,VENKATESAN. P,Independent,Frying pan,,,,,,
67,Arani,23,JAYANTHI. E,Independent,Tiller,,,,,,
67,Arani,24,JAYANTHI. M,Independent,Lady finger,,,,,,
68,Cheyyar,1,TAMILSELVAN. M,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
68,Cheyyar,2,MUKKUR N. SUBRAMANIAN,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
68,Cheyyar,3,JOTHI. O,Dravida Munnetra Kazhagam,Rising sun,,,,,,
68,Cheyyar,4,KUTTIMANI. S,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar,,,,,,
68,Cheyyar,5,CHANDRASEKARAN. M,All India Jananayaka Makkal Kazhagam,Mixee,,,,,,
68,Cheyyar,6,SRINIVASAN. K,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder,,,,,,
68,Cheyyar,7,DURUGAN. M,Vanchit Bahujan Aaghadi,Diamond,,,,,,
68,Cheyyar,8,DUSI K MOHAN,Tamilaga Vettri Kazhagam,Whistle,,,,,,
68,Cheyyar,9,PALANI. M,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
68,Cheyyar,10,RAGUPATHI. S,Anti Corruption Dynamic Party,Water melon,,,,,,
68,Cheyyar,11,VENKATESAN. V,Anaithindia Samudaya Munnetra Kazhagam,Tooth brush,,,,,,
68,Cheyyar,12,ARJUNAN. M,Independent,Scissors,,,,,,
68,Cheyyar,13,MOHAN. R,Independent,Carrom board,,,,,,
69,Vandavasi,1,AMBETHKUMAR. S,Dravida Munnetra Kazhagam,Rising sun,,,,,,
69,Vandavasi,2,GANESH. R,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
69,Vandavasi,3,RANI. P,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
69,Vandavasi,4,UDHAYAKUMAR. M,Tamilaga Vettri Kazhagam,Whistle,,,,,,
69,Vandavasi,5,THAMARAI SELVI. S,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
69,Vandavasi,6,MUTHUSELVAM. V,Anti Corruption Dynamic Party,Tiller,,,,,,
69,Vandavasi,7,MUTHUPERUMAL. K,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder,,,,,,
69,Vandavasi,8,RAKESH SHARMA. R,Thakkam Katchi,Matchbox,,,,,,
69,Vandavasi,9,AMBEDKAR. T,Independent,Carrom board,,,,,,
69,Vandavasi,10,ARJUNAN. M,Independent,Scissors,,,,,,
69,Vandavasi,11,UDHAYAKUMAR. N,Independent,Tooth brush,,,,,,
69,Vandavasi,12,KANNIYAPPAN. S,Independent,Saw,,,,,,
69,Vandavasi,13,PONNAMBALAM. P,Independent,Gas Stove,,,,,,
69,Vandavasi,14,RANI. A,Independent,Peas,,,,,,
69,Vandavasi,15,JAISANKAR. M,Independent,Pressure cooker,,,,,,
70,Gingee,1,ADVOCATE KRISHNAN E,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
70,Gingee,2,GINGEE MASTHAN K S,Dravida Munnetra Kazhagam,Rising sun,,,,,,
70,Gingee,3,RANGARAJAN E,Bahujan Samaj Party,Elephant,,,,,,
70,Gingee,4,RASANAYAGAM N,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
70,Gingee,5,GANESHKUMAR A,Pattali Makkal Katchi,Mango,,,,,,
70,Gingee,6,SAKTHIVEL A,Thakkam Katchi,Matchbox,,,,,,
70,Gingee,7,CHANDRASEKARAN B,Tamilaga Vettri Kazhagam,Whistle,,,,,,
70,Gingee,8,THANIGAIMALAI R,Anti Corruption Dynamic Party,Tiller,,,,,,
70,Gingee,9,PERUMAL N,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder,,,,,,
70,Gingee,10,MOHAMMAD SIDDIQ M H,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar,,,,,,
70,Gingee,11,GOKULRAJ S,Independent,Grapes,,,,,,
70,Gingee,12,DEVENDIRAN M,Independent,Tyres,,,,,,
70,Gingee,13,BANUKUMAR R,Independent,Bucket,,,,,,
70,Gingee,14,PRABAKARAN M,Independent,Water melon,,,,,,
70,Gingee,15,POYYATHAPPAN K,Independent,Gramophone,,,,,,
70,Gingee,16,MUNUSAMY A,Independent,Television,,,,,,
70,Gingee,17,MOHAN A,Independent,Balloon,,,,,,
70,Gingee,18,RAMESH R,Independent,Ship,,,,,,
70,Gingee,19,SRIDHAR G,Independent,Capsicum,,,,,,
71,Mailam,1,SHANMUGAM C VE,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
71,Mailam,2,RANJITH KUMAR  M,Bahujan Samaj Party,Elephant,,,,,,
71,Mailam,3,VIDJAIVIKRAM S,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
71,Mailam,4,VENKATESAN L,Desiya Murpokku Dravida Kazhagam,Nagara,,,,,,
71,Mailam,5,AYYANAR N,Anti Corruption Dynamic Party,Jackfruit,,,,,,
71,Mailam,6,ANANDHABABU M,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
71,Mailam,7,SURESH KUMAR S,Indhia Kudiarasu Katchi,Gas cylinder,,,,,,
71,Mailam,8,SEKAR NAYAKAR I M,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
71,Mailam,9,DIVYA P,Naam Indiar Party,Spanner,,,,,,
71,Mailam,10,PURUSHOTHAMAN K,Desiya Makkal Sakthi Katchi,Mike,,,,,,
71,Mailam,11,MANAVALAN A,Anna MGR Dravida Makkal Kalgam,Pan,,,,,,
71,Mailam,12,VINOTH R,Thakkam Katchi,Matchbox,,,,,,
71,Mailam,13,VIJAY NIRANJAN A,Tamilaga Vettri Kazhagam,Whistle,,,,,,
71,Mailam,14,KARVANNAN K,Independent,Electric pole,,,,,,
71,Mailam,15,KRISHNAMURTHY K,Independent,Diamond,,,,,,
71,Mailam,16,GOPU V S,Independent,Bat,,,,,,
71,Mailam,17,SIVA S,Independent,Computer,,,,,,
71,Mailam,18,SUNDAR C,Independent,Pressure cooker,,,,,,
71,Mailam,19,TAMIZHARASAN M,Independent,Pen nib with seven rays,,,,,,
71,Mailam,20,RANJITHA V,Independent,Ship,,,,,,
71,Mailam,21,VIJAYAGANTH K,Independent,Grapes,,,,,,
72,Tindivanam,1,ARJUNAN. P,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
72,Tindivanam,2,PACHIMUTHU. P,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
72,Tindivanam,3,VANNI ARASU,Viduthalai Chiruthaigal Katchi,Pot,,,,,,
72,Tindivanam,4,VENKATACHALAPATHY. A,Bahujan Samaj Party,Elephant,,,,,,
72,Tindivanam,5,SAKTHIVEL. S,Tamilaga Vettri Kazhagam,Whistle,,,,,,
72,Tindivanam,6,MOHAN. A,MAKKAL SAKTHI KATCHI,Bat,,,,,,
72,Tindivanam,7,RAMNESHWARAN. V,Thakkam Katchi,Matchbox,,,,,,
72,Tindivanam,8,VANJINATHAN. C,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
72,Tindivanam,9,CHANDARAN. A,Independent,Ship,,,,,,
72,Tindivanam,10,DURKALI. N,Independent,Toffees,,,,,,
72,Tindivanam,11,DEVAKUMARAN. E,Independent,Kettle,,,,,,
72,Tindivanam,12,PON.SIVAKUMAR,Independent,Gas cylinder,,,,,,
72,Tindivanam,13,VINOTH. S,Independent,Bucket,,,,,,
72,Tindivanam,14,VISWANATHAN. S.A,Independent,Diamond,,,,,,
73,Vanur,1,KARIKALAN B,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
73,Vanur,2,GOWTHAM D,Dravida Munnetra Kazhagam,Rising sun,,,,,,
73,Vanur,3,MURUGAN P,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
73,Vanur,4,VINAYAGAMOORTHY M,Bahujan Samaj Party,Elephant,,,,,,
73,Vanur,5,ANANDAKUMAR P M,Thakkam Katchi,Matchbox,,,,,,
73,Vanur,6,SAKTHIVEL S,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
73,Vanur,7,SURESH P,Tamilaga Vettri Kazhagam,Whistle,,,,,,
73,Vanur,8,AYYANAR E,Independent,Chappals,,,,,,
73,Vanur,9,SATHYARAMAN P,Independent,Diamond,,,,,,
73,Vanur,10,SIVAKUMAR R,Independent,Scissors,,,,,,
73,Vanur,11,SURESH C V,Independent,Bead necklace,,,,,,
73,Vanur,12,THANGARASU N,Independent,Ship,,,,,,
73,Vanur,13,MURALI M,Independent,Electric pole,,,,,,
73,Vanur,14,RADHIKA S,Independent,Balloon,,,,,,
73,Vanur,15,VETRIVEL G,Independent,Sitar,,,,,,
74,Viluppuram,1,ABINAYA PONNIVALAVAN,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
74,Viluppuram,2,LAKSHMANAN R,Dravida Munnetra Kazhagam,Rising sun,,,,,,
74,Viluppuram,3,MURUGAN S,Bahujan Samaj Party,Elephant,,,,,,
74,Viluppuram,4,VIJAYASURESHBABU,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
74,Viluppuram,5,KUMARAN R,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
74,Viluppuram,6,NAGARAJAN P,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar,,,,,,
74,Viluppuram,7,MOHANRAJ N,Tamilaga Vettri Kazhagam,Whistle,,,,,,
74,Viluppuram,8,AKBAR ALI P,Independent,Electric pole,,,,,,
74,Viluppuram,9,ARUMUGAM M,Independent,Pen nib with seven rays,,,,,,
74,Viluppuram,10,RAMAN K,Independent,Balloon,,,,,,
74,Viluppuram,11,BALAMURUGAN N,Independent,Coconut farm,,,,,,
74,Viluppuram,12,PRAVEEN KUMAR R,Independent,Gas Stove,,,,,,
74,Viluppuram,13,MOHAMED ALI JINNA M,Independent,Peas,,,,,,
74,Viluppuram,14,MOHAN C,Independent,Cauliflower,,,,,,
74,Viluppuram,15,RAGHUL R,Independent,Battery Torch,,,,,,
74,Viluppuram,16,RAYAR K,Independent,Air conditioner,,,,,,
74,Viluppuram,17,RAJKUMAR S,Independent,Pressure cooker,,,,,,
74,Viluppuram,18,LAKSHMANAN R,Independent,Cake,,,,,,
74,Viluppuram,19,LAKSHMANAN K,Independent,Diamond,,,,,,
74,Viluppuram,20,LAKSHMANAN R,Independent,Gas cylinder,,,,,,
74,Viluppuram,21,VIJAYA K,Independent,Mike,,,,,,
74,Viluppuram,22,VIJAYA D,Independent,Capsicum,,,,,,
74,Viluppuram,23,VIJAYA M,Independent,Gramophone,,,,,,
74,Viluppuram,24,VIJAYA M,Independent,Nail cutter,,,,,,
75,Vikravandi,1,INBARASAN G,Bahujan Samaj Party,Elephant,,,,,,
75,Vikravandi,2,ANNIYUR SIVA @ SIVASHANMUGAM A,Dravida Munnetra Kazhagam,Rising sun,,,,,,
75,Vikravandi,3,SUBHA CHANDRASEKARAN A,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
75,Vikravandi,4,SIVAKUMAR C,Pattali Makkal Katchi,Mango,,,,,,
75,Vikravandi,5,SETTU C,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
75,Vikravandi,6,THAMIZHVENGAI KA,Desiya Makkal Sakthi Katchi,Football player,,,,,,
75,Vikravandi,7,BACKIYALAKSHMI C,Thakkam Katchi,Matchbox,,,,,,
75,Vikravandi,8,MOHAMMAD SIDDIQ M H,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar,,,,,,
75,Vikravandi,9,RAMACHANDRAN P,Anti Corruption Dynamic Party,Capsicum,,,,,,
75,Vikravandi,10,VIJAI VADIVEL A,Tamilaga Vettri Kazhagam,Whistle,,,,,,
75,Vikravandi,11,STALIN D,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder,,,,,,
75,Vikravandi,12,YEASURAJA M,Independent,Baby walker,,,,,,
75,Vikravandi,13,GOKUL RAJ B,Independent,Balloon,,,,,,
75,Vikravandi,14,SAKTHIVEL A,Independent,Ship,,,,,,
75,Vikravandi,15,SANMUGAM B,Independent,Diamond,,,,,,
75,Vikravandi,16,SHANMUGAM P,Independent,Bead necklace,,,,,,
75,Vikravandi,17,SHANMUGAM R,Independent,Cauliflower,,,,,,
75,Vikravandi,18,SIVAKUMAR S,Independent,Kettle,,,,,,
75,Vikravandi,19,SELVAKUMAR S,Independent,Bucket,,,,,,
75,Vikravandi,20,TAMILSELVAN D,Independent,Grapes,,,,,,
75,Vikravandi,21,PRABHAKARAN D,Independent,Electric pole,,,,,,
75,Vikravandi,22,MURUGAN C,Independent,Road roller,,,,,,
75,Vikravandi,23,RAMACHANDRAN A,Independent,Chappals,,,,,,
75,Vikravandi,24,RAJARAM M,Independent,CCTV Camera,,,,,,
76,Tirukkoyilur,1,GOVINDHAKANNAN M,Bahujan Samaj Party,Elephant,,,,,,
76,Tirukkoyilur,2,DR PON GAUTHAMSIGAMANI,Dravida Munnetra Kazhagam,Rising sun,,,,,,
76,Tirukkoyilur,3,PALANISAMY S,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
76,Tirukkoyilur,4,HEMARAJAN K,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
